Seq_No,Author,Review_Date,Review_URL,Product_Review,Product_Rating,Product_Version,Purchase_Address,BrndNo,GDNo
102,laicel_ac,8/14/2024 7:35,https://shopee.vn/shop/24217897,"Salamat seller, Shopee, courier, and rider. Packed well and in very good condition dumating. Best quality. Matagal ma-low batt. 73% upon unboxing noong Lunes at since hindi ko pa na-charge dahil 48% pa ngayon kahit connected sa phone during day time.
https://cf.shopee.vn/file/ph-11134103-7r98x-lyxdy60gv05645
https://cf.shopee.vn/file/ph-11134103-7r98y-lyxdy60gwf0e3e
https://cf.shopee.vn/file/ph-11134103-7r98p-lyxdy61ktdz2f6
https://cf.shopee.vn/file/ph-11134103-7r98x-lyxdy60gv05645
https://cf.shopee.vn/file/ph-11134103-7r98y-lyxdy60gwf0e3e
https://cf.shopee.vn/file/ph-11134103-7r98p-lyxdy61ktdz2f6",5,Moon White,ph,1,1
103,lonokx33,8/18/2024 12:00,https://shopee.vn/shop/215809518,"Best Feature:health feature
Performance:long lasting battery life
Product Quality:looks durable

Ang ganda ng watch na to dinaig pa ang apple watch ang daming health feature and accurate tlga siya, sana tumagal gaya ng mga apple watches 

Salamat shopee and Huaweii philippines

Salamat din kuya rider for safety delivery ??
https://cf.shopee.vn/file/ph-11134103-7r992-lz3cykovy9a25f
https://cf.shopee.vn/file/ph-11134103-7r98x-lz3cykovit1677
https://cf.shopee.vn/file/ph-11134103-7r98t-lz3cykovherif5
https://cf.shopee.vn/file/ph-11134103-7r992-lz3cykovy9a25f
https://cf.shopee.vn/file/ph-11134103-7r98x-lz3cykovit1677
https://cf.shopee.vn/file/ph-11134103-7r98t-lz3cykovherif5",5,Black,ph,1,1
104,p*****r,8/20/2024 14:11,https://shopee.vn/shop/47541565,"Performance:good
Product Quality:good
Best Feature:easy access

I really like the color of the wrist band, it looks exactly the same as shown in the picture! I love the accessibility of the watch too, it's smooth and easy to use especially for first timers! The wrist band is also so soft and easy to wear. This smart watch is definitely recommended for daily use! Thank you seller!
https://cf.shopee.vn/file/ph-11134103-7r98y-lz6caegiqs1meb
https://cf.shopee.vn/file/ph-11134103-7r98y-lz6caegiqs1meb",5,Moon White,ph,1,1
105,p*****m,9/6/2024 6:17,https://shopee.vn/shop/180686124,"Best Feature:Pretty looking
Performance:Very nice
Product Quality:Good

I love the overall look of the watch. Very sleek and beautiful. I can now easily track my health and my fitness activity. I am more motivated to do my fitness activity cause I can immediately track my progress. Thank you for this great item. Satisfied customer here. Worth recommending to a friend. ????
https://cf.shopee.vn/file/ph-11134103-7r98o-lzu4qfb99nge49
https://cf.shopee.vn/file/ph-11134103-7r98u-lzu4qfb9b20u89
https://cf.shopee.vn/file/ph-11134103-7r98z-lzu4qfb9cgla87
https://cf.shopee.vn/file/ph-11134103-7r98t-lzu4qfb9dv5qd3
https://cf.shopee.vn/file/ph-11134103-7r98o-lzu4qfb99nge49
https://cf.shopee.vn/file/ph-11134103-7r98u-lzu4qfb9b20u89
https://cf.shopee.vn/file/ph-11134103-7r98z-lzu4qfb9cgla87
https://cf.shopee.vn/file/ph-11134103-7r98t-lzu4qfb9dv5qd3",5,Moon White,ph,1,1
106,justbuyer22,9/7/2024 14:05,https://shopee.vn/shop/150506518,"Performance:ok na ok
Best Feature:battery/ ios android
Product Quality:good

Ang ganda po..ang tagal ko gusto makabili sa huawei ng watch kaya lang gusto ko yung ganito na square kaya pagkakita ko sa wall ko shopee napa co na ko.. saka yung battery din nya kaya ko gusto yung huawei ilan days bago malowbat ang battery.
https://cf.shopee.vn/file/ph-11134103-7r98u-lzw0pu1xokfu48
https://cf.shopee.vn/file/ph-11134103-7r98o-lzw0pu1xn6662b
https://cf.shopee.vn/file/ph-11134103-7r98u-lzw0upqgjzsub7
https://cf.shopee.vn/file/ph-11134103-7r98u-lzw0pu1xokfu48
https://cf.shopee.vn/file/ph-11134103-7r98o-lzw0pu1xn6662b
https://cf.shopee.vn/file/ph-11134103-7r98u-lzw0upqgjzsub7",5,Green,ph,1,1
107,s*****s,9/8/2024 9:42,https://shopee.vn/shop/1303291962,"Product Quality:chic ??
Best Feature:the design is very lit!!!
Performance:works well. Still

Birthday gift for me. ?? worth it! Kaya bumili kana. Minsan lang gumastos sa self. Piliin mo din maging masaya paminsan. ??
https://cf.shopee.vn/file/ph-11134103-7r98p-lzx6tchtyy62c0
https://cf.shopee.vn/file/ph-11134103-7r990-lzx6tchueeeyfc
https://cf.shopee.vn/file/ph-11134103-7r98u-lzx6tchtyygu56
https://cf.shopee.vn/file/ph-11134103-7r98p-lzx6tchtyy62c0
https://cf.shopee.vn/file/ph-11134103-7r990-lzx6tchueeeyfc
https://cf.shopee.vn/file/ph-11134103-7r98u-lzx6tchtyygu56",5,Moon White,ph,1,1
108,m*****i,9/10/2024 2:16,https://shopee.vn/shop/123126682,"Got this for only 5,300+ and i have no regrets of buying this! ? 64% charged nung nareceive ko after 4 days 19% nalang dun ko pa lang chinarge. Natutuwa ako sa pag monitor ng heart rate ko and accuracy nung sleep duration ko with analysis pa. Even the cycle of menstruation meron din tracker. Worth the budol talaga! Sadly, ako lang ata hindi nabigyan ng freebies huhu lahat ng nakita kong reviews here and on tiktok may freebies eh. Anw, thank you seller ????
https://cf.shopee.vn/file/ph-11134103-7r990-lzzlbfa5nke68d
https://cf.shopee.vn/file/ph-11134103-7r990-lzzlbfa5845ac1
https://cf.shopee.vn/file/ph-11134103-7r98t-lzzlbfa5f4oq24
https://cf.shopee.vn/file/ph-11134103-7r98u-lzzlbfa583ui25
https://cf.shopee.vn/file/ph-11134103-7r990-lzzlbfa5nke68d
https://cf.shopee.vn/file/ph-11134103-7r990-lzzlbfa5845ac1
https://cf.shopee.vn/file/ph-11134103-7r98t-lzzlbfa5f4oq24
https://cf.shopee.vn/file/ph-11134103-7r98u-lzzlbfa583ui25",5,Moon White,ph,1,1
109,p*****y,9/11/2024 10:19,https://shopee.vn/shop/21585178,"Product Quality:Sobrang ganda

Sobrang ganda talaga ng design nito compared sa ibang brand. Nahirapan lang akong i-pair nung una sa iphone kasi lagi lang loading pero nagawan naman ng paraan. In terms of delivery, mabilis lang at nadeliver agad after 2 days. Sobrang satisfied ako sa smartwatch na to. :)
https://cf.shopee.vn/file/ph-11134103-7r98v-m01ifvgtp1tad2
https://cf.shopee.vn/file/ph-11134103-7r991-m01ifvgtm8ecf6
https://cf.shopee.vn/file/ph-11134103-7r98s-m01ifvho1vd0e4
https://cf.shopee.vn/file/ph-11134103-7r98x-m01ifvhnmf4440
https://cf.shopee.vn/file/ph-11134103-7r98v-m01ifvgtp1tad2
https://cf.shopee.vn/file/ph-11134103-7r991-m01ifvgtm8ecf6
https://cf.shopee.vn/file/ph-11134103-7r98s-m01ifvho1vd0e4
https://cf.shopee.vn/file/ph-11134103-7r98x-m01ifvhnmf4440",5,Grey (NFC),ph,1,1
110,jenny17,9/11/2024 18:22,https://shopee.vn/shop/22034189,"Product Quality:10/10
Best Feature:10/10
Performance:10/10

First order sa HUAWEI at Hindi ako napahiya Napaka Ganda.. expected ko matagal sya dadating pero 2 days lang nandto na.. thank you seller smooth transaction.. love it my new HUAWEI watch ..
https://cf.shopee.vn/file/ph-11134103-7r98u-m01zhwhflo90c4
https://cf.shopee.vn/file/ph-11134103-7r98u-m01zhwhfpw8e82
https://cf.shopee.vn/file/ph-11134103-7r98r-m01zhwhpmo782c
https://cf.shopee.vn/file/ph-11134103-7r98u-m01zhwhflo90c4
https://cf.shopee.vn/file/ph-11134103-7r98u-m01zhwhfpw8e82
https://cf.shopee.vn/file/ph-11134103-7r98r-m01zhwhpmo782c",5,Green,ph,1,1
111,raindagohoy,9/12/2024 14:05,https://shopee.vn/shop/58860605,"Performance:Great
Product Quality:Great
Best Feature:Great

I super like it ??. Napakaclassy ng design, I like the new features from fit 2. Thank you so much at napakabilis din na deliver.
https://cf.shopee.vn/file/ph-11134103-7r98o-m035wv4eq9l00d
https://cf.shopee.vn/file/ph-11134103-7r98o-m035wv4eq9l00d",5,Pearl White (NFC),ph,1,1
112,g*****a,10/1/2024 15:03,https://shopee.vn/shop/103866280,"Best Feature:??????????
Product Quality:superb!
Performance:great

Great value for money! Happy with this purchase. I can now track my running,  AND calories to stay fit. Thank you Huawei. :) also, item is well packed, and i’m impressed with the fast delivery given that I’m in Mindanao.
https://cf.shopee.vn/file/ph-11134103-7rasc-m0ubzgab6xacaa
https://cf.shopee.vn/file/ph-11134103-7rasd-m0ubzgab6xke69
https://cf.shopee.vn/file/ph-11134103-7rasc-m0ubzgab6xacaa
https://cf.shopee.vn/file/ph-11134103-7rasd-m0ubzgab6xke69",5,Pearl White (NFC),ph,1,1
113,m*****_,10/3/2024 13:04,https://shopee.vn/shop/24783333,"Best Feature:stress monitor
Performance:good as adviertised
Product Quality:excellent

Compatible to IOS. Hope to use NFC overseas. Very helpful din yung sleep monitor. I love that it can control music > spotify even sa iphone. Pwede din shutter for photos and videos
https://cf.shopee.vn/file/ph-11134103-7rasa-m0x2rgyy9ypn3b
https://cf.shopee.vn/file/ph-11134103-7rasa-m0x2rgyy9ypn3b",5,Pearl White (NFC),ph,1,1
114,k*****3,10/9/2024 15:50,https://shopee.vn/shop/72486446,"Product Quality:great products
Performance:good performance
Best Feature:aesthetic and practical

Thank you so much seller and shopee. Ganda talaga ng smart watches ng huawei. Will order again for sure.
https://cf.shopee.vn/file/ph-11134103-7rasf-m15sn72c9tnx40
https://cf.shopee.vn/file/ph-11134103-7rasf-m15sxupyu6j031
https://cf.shopee.vn/file/ph-11134103-7rasf-m15sn72c9tnx40
https://cf.shopee.vn/file/ph-11134103-7rasf-m15sxupyu6j031",5,Moon White,ph,1,1
115,d*****a,10/16/2024 4:26,https://shopee.vn/shop/4816611,"Product Quality:excellent
Best Feature:longer battery life
Performance:very good

very useful as you can check the time, answer calls, and monitor sports and health data. you can also change the straps or bands depending on your mood. it has longer battery life too. you dont need to chaege it daily. super fast delivery considering my address is outside metro manila. ordered on a sunday, received it on a tuesday. 3 days lead time
https://cf.shopee.vn/file/ph-11134103-7rasm-m1f457x84f7da0
https://cf.shopee.vn/file/ph-11134103-7rasl-m1f45zr5e7zz6c
https://cf.shopee.vn/file/ph-11134103-7rasm-m1f457x84f7da0
https://cf.shopee.vn/file/ph-11134103-7rasl-m1f45zr5e7zz6c",5,Moon White,ph,1,1
116,p*****n,10/17/2024 8:30,https://shopee.vn/shop/124531791,"The item was shipped and delivered on time. It was also well packed and no damages when received. It is also working as expected as well as the buttons and charging is also working. Super dali din iset up and ipersonalize with the health app.

I tried it muna before giving a feedback and so far so good, dumatkng sya na may battery life so I drained it muna and recharge it. I love that its battery doesn’t drain agad agad, it took me 6 days before sya malowbatt, from 100 to 15% in 6 days, and it charged so fast din, I think it depends sa adaptor na gamit, in my case I used my phones adaptor na 33w and 1hr of charging lang sya, I also tried charging it using the other adaptor that has lower W and matagal syang mag charge hehe so tip na gumamit ng hight W ng adaptor for fast charging. All in all Indeed a quality purchase. And perfect as gift.
https://cf.shopee.vn/file/ph-11134103-7rasl-m1gs138besoua7
https://cf.shopee.vn/file/ph-11134103-7rasf-m1gs138bg6lh4f
https://cf.shopee.vn/file/ph-11134103-7rasl-m1gs138besoua7
https://cf.shopee.vn/file/ph-11134103-7rasf-m1gs138bg6lh4f",5,Moon White,ph,1,1
117,kevinlomibao,11/10/2024 8:21,https://shopee.vn/shop/5310246,"Performance:bang for the buck
Product Quality:superb!
Best Feature:perfect for those who have active lifestyle

So eto na nga, I was supposed to buy the GT5 pro ng huawei din. So bago ako magorder sana, pumunta ako ng mall to check it personally. Okay na okay yung GT5 pro para sa mga super techy pero this one? Perfect talaga for me! Kasi nagagawa nya yung mga basic na kailangan ko like tracking my physical activities, shows notifications from my phone and syempre pinaka-importante may oras hahaha. So for me, okay na to para doon sa mga taong hindi naman kailangan ng sobrang daming features. Madali pang ikabit sa apple via its app. ANNNNNDDDD super battery life! Mag-one week na sakin pero di ko pa chinacharge! Samantalang yung apple watch and garmin ko wala pang 24hrs need na isaksak. Dabest!
https://cf.shopee.vn/file/ph-11134103-7rasi-m2f12tkfiweacf
https://cf.shopee.vn/file/ph-11134103-7rasj-m2f12tkfkayqe4
https://cf.shopee.vn/file/ph-11134103-7rasi-m2f12tkfiweacf
https://cf.shopee.vn/file/ph-11134103-7rasj-m2f12tkfkayqe4",5,Black,ph,1,1
118,c*****h,11/11/2024 1:40,https://shopee.vn/shop/51258383,"Product Quality:Good
Best Feature:fitness monitoring
Performance:Nice

So far no issues and battery will last for 5 to 6 days compared to apple watches. all features are what I need
https://cf.shopee.vn/file/ph-11134103-7rasb-m2g2aed6bzcs30
https://cf.shopee.vn/file/ph-11134103-7rasb-m2g2aed6bzcs30",5,Black,ph,1,1
119,iakosijepoy,11/30/2024 8:21,https://shopee.vn/shop/292606578,"Performance:10/10
Best Feature:Battery

I previously used huawei watch band 7 and the battery is superb and accurate sleep tracking. 10x better than my apple watch???? Fast delivery, within 24hrs.
https://cf.shopee.vn/file/ph-11134103-7rask-m37kt9zm445z1f
https://cf.shopee.vn/file/ph-11134103-7rasf-m37kt9zm44cace
https://cf.shopee.vn/file/ph-11134103-7rasg-m37kt9zmjkev7e
https://cf.shopee.vn/file/ph-11134103-7rash-m37kt9zw3pq2dc
https://cf.shopee.vn/file/ph-11134103-7rask-m37kt9zm445z1f
https://cf.shopee.vn/file/ph-11134103-7rasf-m37kt9zm44cace
https://cf.shopee.vn/file/ph-11134103-7rasg-m37kt9zmjkev7e
https://cf.shopee.vn/file/ph-11134103-7rash-m37kt9zw3pq2dc",5,Grey (NFC),ph,1,1
120,j*****s,12/18/2024 10:02,https://shopee.vn/shop/108301975,"Performance:10/10
Product Quality:10/10

Worth the wait! Napakaganda nung watch and totoo nga na pwde sya ipangtapat sa apple watch.sobrang dami din ng features and ang angas pa ng porma
https://cf.shopee.vn/file/ph-11134103-7rasi-m3xd9bkcniun7c
https://cf.shopee.vn/file/ph-11134103-7rasc-m3xd9bk2nxcvad
https://cf.shopee.vn/file/ph-11134103-7rasg-m3xd9bkcniqncc
https://cf.shopee.vn/file/ph-11134103-7rasi-m3xd9bkcniun7c
https://cf.shopee.vn/file/ph-11134103-7rasc-m3xd9bk2nxcvad
https://cf.shopee.vn/file/ph-11134103-7rasg-m3xd9bkcniqncc",5,Moon White,ph,1,1
121,Aryeh Wizman,5/26/2024 0:00,https://www.amazon.com/gp/aw/review/B0CSV9Y331/R2B3EMDDY8D19Q,"I recently upgraded to the Apple Watch Series 9 [GPS 41mm], and I couldn't be more impressed! From its sleek design to its incredible functionality, this smartwatch has quickly become an essential part of my daily routine.First off, let's talk about style. The pink aluminum case with the light pink sport band looks absolutely stunning on my wrist. It's stylish enough to wear with any outfit, whether I'm hitting the gym or heading to a business meeting. Plus, the lightweight design makes it comfortable to wear all day long.But it's not just about looks – this watch is packed with features that make my life so much easier. The GPS functionality allows me to track my runs and hikes with pinpoint accuracy, while the heart rate monitor helps me keep tabs on my health and fitness goals. I love being able to receive notifications right on my wrist, so I never miss an important call or message, even when my phone is out of reach.The battery life is impressive too. I can go a full day on a single charge with plenty of juice to spare, even with constant use. And when it does need to be charged, the magnetic charging cable makes it a breeze to power up.As Mother's Day approaches, I can't help but think what a perfect gift the Apple Watch Series 9 would make for any mom. It's not just a stylish accessory – it's a practical tool that can help her stay organized, motivated, and connected. Whether she's a fitness enthusiast, a busy professional, or simply someone who deserves a little extra pampering, this smartwatch is sure to put a smile on her face.The Apple Watch Series 9 has truly become my ultimate companion. Whether I'm staying on top of my fitness goals, staying connected with friends and family, or simply checking the time, this smartwatch does it all – and it looks good doing it. If you're in the market for a new smartwatch, look no further than the Apple Watch Series 9. It's stylish, functional, and simply amazing – the perfect Mother's Day gift!",5,"Reviewed in the United States on May 26, 2024
Color: Pink Aluminum Case with Light Pink Sport LoopSize: 41mm CaseStyle: One Size - fits 130–200mm wrists
180 people found this helpful",us,2,2
122,David Hall,5/27/2024 0:00,https://www.amazon.com/gp/aw/review/B0CSV9Y331/R3BNH55OOQTRPK,"I owned and used an Apple Ultra 2 watch for a few months, but found it to be less functional than expected. (The many awesome features were outweighed by the watch's tendency to call 9-1-1 without permission, and it didn't work well as a golf GPS, which is one main reason why I got that model.)After selling the Ultra, I figured I just go without any Apple Watch, but I found myself missing some of the useful aspects.  When Amazon had a sale of the new Series 9, I jumped at the deal (much to my Spousal Unit's sarcastic amusement, but she's a confirmed low-tech girl, who only started texting 2 years ago!), and I'm very happy I did.It's smaller, less intrusive, and doesn't alert emergency call centers without my permission. (That was very embarrassing, by the way, as I'm a retired law enforcement officer, and some of the dispatchers still remember me!) The golf GPS function works reasonably well, though I still use a regular Garmin Golf GPS watch while caddying.I also prefer the ease of setup and the available watch faces fit my preferences better.Battery life is substantially less than the Ultra 2's, but the trade-off is worth it.  I'm keeping this one!",5,"Reviewed in the United States on May 27, 2024
Color: Midnight Aluminum Case with Midnight Sport LoopSize: 41mm CaseStyle: One Size - fits 130–200mm wrists
39 people found this helpful",us,2,2
123,Linda,6/23/2024 0:00,https://www.amazon.com/gp/aw/review/B0CSV9Y331/R2UT3YHLV6EE2H,"I have owned an Apple Watch since they first came out and I wanted to upgrade my Series 6 to a new Series 9.  I am so glad I did.  The new features are amazing and I love the Starlight color as you can pair it with many different color watch bands.  Having said that I have to state that the sports band that came with the watch is awful.  The color is a beige that really doesn't match the watch and then they added orange to the links that attached to the watch and blue at the clasp!  I now have a Black heavier link band which has a sporty look, a Starlight mesh band and a Champagne Gold mesh band which is slightly darker than the Starlight bezel but looks fantastic.  I am really enjoying my new watch and am looking forward to adding new bands to my collection.",5,"Reviewed in the United States on June 23, 2024
Color: Starlight Aluminum Case with Starlight Sport LoopSize: 41mm CaseStyle: One Size - fits 130–200mm wrists
2 people found this helpful",us,2,2
124,Virginia B,7/21/2024 0:00,https://www.amazon.com/gp/aw/review/B0CSV9Y331/R3UQUZYJ5QV6Q5,"I bought this on prime day which save me a lot of money over Apple's regular price. I bought it because my series 7 watch needed recharging two or three times a day, which was a major inconvenience and it wasn’t low enough ain battery capacity for Apple to take it in as a trade in for a refurbished model.  The battery still doesn’t have a capacity that’s big enough for me. I wear my watch nearly 24 hours a day primarily as an extension of my iPhone and for the fall alert.  I use a motorized wheelchair, so the ability to answer my phone when it is in another room has always been primary.  But now, with 2 watches, the battery issue is no longer an issue.",5,"Reviewed in the United States on July 21, 2024
Color: Starlight Aluminum Case with Starlight Sport LoopSize: 41mm CaseStyle: One Size - fits 130–200mm wrists",us,2,2
125,Jan,7/23/2024 0:00,https://www.amazon.com/gp/aw/review/B0CSV9Y331/R1WNHKM8L53NC5,"It’s so hard to know where to start because I enjoy Apple Watch so much. I couldn’t put everything I enjoy about it on a review but, I’ll do the best I can. I use the Apple Watch daily to make sure that I reach my personal exercise and movement goals. When the rings close on my watch I know I’ve reached the standing, movement calorie, and exercise goals. It’s possible to change the watch face to the color and complications that you want for example on I chose these type of number and black. The Complications are what’s added on the top and bottom sides of the numbers. I chose on the top left heart rate, bottom left a  calculator  etc…After a workout you will be encouraged with a note about your progress. You can also see and change things on your iPhone. The watch mirrors most of what is on the iPhone. I enjoy Asking Siri to do things while I’m driving and wearing my watch. There is so much to enjoy and experience with Apple Watch and I learn something new every day.  The only complaint I have is that when I’m exercising it stops and I have to pause it then restart the exercise clicking on the resume button.
https://m.media-amazon.com/images/I/61dSIrtEvFL._SY500.jpg
https://m.media-amazon.com/images/I/61pJch+AlfL._SY500.jpg
https://m.media-amazon.com/images/I/716y+yao8HL._SY500.jpg
https://m.media-amazon.com/images/I/71CJ4ZJlWSL._SY500.jpg
https://m.media-amazon.com/images/I/71TdznNPQ6L._SY500.jpg
https://m.media-amazon.com/images/I/71kuuJwp2+L._SY500.jpg
https://m.media-amazon.com/images/I/61dSIrtEvFL._SY500.jpg
https://m.media-amazon.com/images/I/61pJch+AlfL._SY500.jpg
https://m.media-amazon.com/images/I/716y+yao8HL._SY500.jpg
https://m.media-amazon.com/images/I/71CJ4ZJlWSL._SY500.jpg
https://m.media-amazon.com/images/I/71TdznNPQ6L._SY500.jpg
https://m.media-amazon.com/images/I/71kuuJwp2+L._SY500.jpg",5,"Reviewed in the United States on July 23, 2024
Color: Midnight Aluminum Case with Midnight Sport LoopSize: 45mm CaseStyle: One Size - fits 145–220mm wrists
10 people found this helpful",us,2,2
126,Mary Lotshaw,7/27/2024 0:00,https://www.amazon.com/gp/aw/review/B0CSV9Y331/R3OLZSNYDAG78I,"I tried a different smart watch before the Iwatch nine. I had allergic reaction and it stopped reading my sleep. This drove me insane. I have fibromyalgia. I really do need to know the quality of my sleep. So of course, I do research And found out that for the health information that you get about your sleep, this one’s one of the best. If you’re like me, you’re not middle-class you’re closer to poor, but my health and the expense of this watch the watch is worth it. It’s easy to connect to my iPhone it’s very comfortable the battery practically all day I’ll have to do is charge it once. I have to take a phone call. The sounds pretty good. Though I do prefer having my headset in. The quality is really nice though I would suggest getting a cover for your watch. Just give you added protection.  It’s always better to be safe than sorry",5,"Reviewed in the United States on July 27, 2024
Color: Pink Aluminum Case with Light Pink Sport BandSize: 41mm CaseStyle: S/M - fits 130–180mm wrists
28 people found this helpful",us,2,2
127,reviewer,7/28/2024 0:00,https://www.amazon.com/gp/aw/review/B0CSV9Y331/R2A38UAJRL9RO1,"I have resisted getting an Apple Watch for years, going with a simple Fitbit instead.  I like the fitness tracking and didn't think I needed the other bells and whistles.  As I'm getting older, I thought it might be good to have the health tracking and safety features so I gave it a try.The standard band that comes with the watch is very comfortable.  Considering it is much bigger than the Fitbit, I was expecting it to feel cumbersome on my write but it's actually more comfortable than the Fitbit.It does take a while to learn how to use all the features (I'm sure I still have a lot to learn) but there are numerous YouTube videos that show how to use.  Once you get the basics down, you can use the main features.I've been very impressed with the accuracy of the fitness/workout app and the amount of information it presents.  The sleep app has also been enlightening.  I haven't tried a call as yet but like that I can just use the watch if my phone isn't handy.The safety features like fall detection are also very nice.  I have been using much more of the features that I thought I would.Overall, a comfortable, well-made, feature rich upgrade from a standard fitness tracker.",5,"Reviewed in the United States on July 28, 2024
Color: Starlight Aluminum Case with Starlight Sport BandSize: 41mm CaseStyle: S/M - fits 130–180mm wrists
27 people found this helpful",us,2,2
128,Heidi,8/1/2024 0:00,https://www.amazon.com/gp/aw/review/B0CSV9Y331/R1C0VJM4H9MQJ9,"I love my watch! I got it to track my heart, exercise, and sleep data. The heart function is really why I got this watch and it alerts you when you have any heart issues whether you have afib, tachycardia or bradycardia and can be a life saver. This feature alone makes buying the watch a must. It also tracks your heart beat and will give you data by the minute each day if you so choose. In addition, if you have heart arrhythmias, you can show the ECG/EKG data to the doctor to prove you are having issues. Many times when you visit the doctor or the ER, you are not having the issues, or they go away, so they discharge you because they are not seeing it. Having the data on your watch makes all the difference as they can now see that you have issues. The exercise function truly does motivate you to exercise more often to meet your daily goals. It also sends encouraging messages once the goals are completed.  The sleep function tells you how much time you spend in each phase of sleep. If you've decided to improve your lifestyle through healthy eating, drinking, and exercise, it is nice to see how your health data improves over time which is very motivating. There are so many other features with the Apple Watch that I haven't used yet, but for me, getting it just for the heart monitoring data is money well spent.",5,"Reviewed in the United States on August 1, 2024
Color: Pink Aluminum Case with Light Pink Sport LoopSize: 41mm CaseStyle: One Size - fits 130–200mm wrists
14 people found this helpful",us,2,2
129,MarzyChrista62,8/15/2024 0:00,https://www.amazon.com/gp/aw/review/B0CSV9Y331/R136TSOVAXOX3M,"I was like “what’s the hubbub” about these watches, Until I got one.I am one that really needs in your face reminders, and this thing reminds me by giving me a vibration so I never miss my reminders. I really like that.And I like that there’s so many different faces that you can buy you don’t have to stick to one.And I like that it’s constantly monitoring my Heart rate and exercise, how far I walk and it even remind me to stand up and stretch. I need that, it tells me how long I’ve washed my hands And gives me a vibration when I can stop. Crazy isn’t it? I don’t know I like it because I really have a hard time, remembering things.I like the fact that I can change bands whenever I want too.I guess the only thing I really don’t like about it is that I have to plug it in all the time to charge it up lol I’m used to never having to charge a watch. lolAnyway, really nice watch and definitely worth the price.",5,"Reviewed in the United States on August 15, 2024
Color: Starlight Aluminum Case with Starlight Sport BandSize: 41mm CaseStyle: M/L - fits 150–200mm wrists
28 people found this helpful",us,2,2
130,Thorry - Mn,8/19/2024 0:00,https://www.amazon.com/gp/aw/review/B0CSV9Y331/R3VE3UJ9WKPX59,"I put off purchasing the watch until my Fitbit died.  I found it was very easy to set up even for an 82-year-old. It interfaces seamlessly with my iPhone. I like the ability to have different watch faces that I can change by swiping the watch face.  My everyday face is setup to tell me the time, date, outside temperature, Decibels (I like to see how noisy different restaurants are), pulse and heartbeat range, Messages, activity circles, timer (how long does it take to get that beer I ordered), and battery per cent.  It is easy to navigate thru all these functions. My church face just shows time and another shows time and date in large letters that I can read without my glasses.  Watch bands are easily changeable, so I put on different bands (ordered separately) for golf or more formal settings.  As you can tell I am having fun with this watch.",5,"Reviewed in the United States on August 19, 2024
Color: Midnight Aluminum Case with Midnight Sport LoopSize: 45mm CaseStyle: One Size - fits 145–220mm wrists
7 people found this helpful",us,2,2
131,Kerimli Reside,8/22/2024 0:00,https://www.amazon.com/gp/aw/review/B0CSV9Y331/R5XNRO5PO9ADI,"I bought this on 18th July 2024 with Amazon Prime deal. Good value, good product. Shame it doesn't have Blood Oxygen function anymore. It has all the other functions I need. I have heart conditions that I need to keep my heart rate in check. Also ECG helped me couple times to record my heart beat to see what's going on at the time. It's a good little helper for me. I dreaded using medical watches because They made me feel like I'm permenantly ill or smth. This have majority functions other than ECG and heart rate, it feels comfy, stylish, does a lof of job - my fav app is Audible I can use without touching my phone. I love it.
https://m.media-amazon.com/images/I/51Rjz+9WSaL._SY500.jpg
https://m.media-amazon.com/images/I/51Rjz+9WSaL._SY500.jpg",5,"Reviewed in the United States on August 22, 2024
Color: Silver Aluminum Case with Storm Blue Sport BandSize: 41mm CaseStyle: S/M - fits 130–180mm wrists
39 people found this helpful",us,2,2
132,Markeck911,9/6/2024 0:00,https://www.amazon.com/gp/aw/review/B0CSV9Y331/R2CFX6YFFWH77N,"I was looking for a watch specifically to monitor health. Heart rate and sleep habits. I'm not a long term watch wearing person.  It fits my wrist perfectly. I was able to sleep with it on and not be bothered. It helps me out with receiving messages and not having to pull my phone out during a meeting. I just wish Apple would provide fully free apps and not have monthly or yearly subscription fees my next choice was going to be the Garmin brand. I'm happy with this purchase. My first Apple Watch purchaseI'm easily able to see the screen outdoors.  I don't plan to abuse the watch but have the confidence it will hold up to rain if I'm caught in it.
https://m.media-amazon.com/images/I/71ct1sHz4pL._SY500.jpg
https://m.media-amazon.com/images/I/71ct1sHz4pL._SY500.jpg",5,"Reviewed in the United States on September 6, 2024
Color: Midnight Aluminum Case with Midnight Sport LoopSize: 41mm CaseStyle: One Size - fits 130–200mm wrists
3 people found this helpful",us,2,2
133,V. Pfander,9/7/2024 0:00,https://www.amazon.com/gp/aw/review/B0CSV9Y331/R2U3MCVKMFWTP6,"I love Apple watches and I’ve had them ever since the first series came out. I wasn’t really in the market for a new one, but during prime days I saw this one listed and couldn’t resist the discounted price. This is an upgrade from the one that I had and I am very pleased with it. I love the starlight color it’s looks like silver and gold mixed together. It also has a few extra features my old watch didn’t have.",5,"Reviewed in the United States on September 7, 2024
Color: Starlight Aluminum Case with Starlight Sport BandSize: 41mm CaseStyle: S/M - fits 130–180mm wrists",us,2,2
