Username,Date,Reviews,Rating,Model 
Efi,1/20/2025,This is a great tablet and the price is great thin fast and looks cool it replaced my old Samsung tablet and this is way faster and better its so light when I hold it and love the amount of storage space it has,5,Galaxy Tab A9+
Christine Martin,1/16/2025,"This tablet has replaced a laptop computer and does everything I used to use the laptop for.  I use it to run music software connected via midi cable to a digital piano.  I also browse the internet, create simple documents, print and read digital books.  The screen is large enough that I can see easily.  Honestly, I probably barely use 10% of its actual capacity.  I'm going to put a pop socket on it or some other 'handle' so I can easily hold it as I opted not to buy the case - I just didn't want the bulk.  It is small, light weight, and powerful.  Very pleased.",5,Galaxy Tab A9+
Godsdaughter54,12/24/2024,"It's nice. A bit disappointed.  Read all reviews as I always do before buying an item. Here is my review as a 70 year old that does know technology.  No product is perfect. I have had many tablets over the yrs. This one is an upgrade. I did have an Amazon Fire before. That one was showing it's age but after a few hrs still had incredible battery life.Now to this one. Honestly if I did not have everything loaded on it, I'd send it back. No battery life. It's awful. It does not have proper charging so I use my quick charge that I use for my android phone. But it takes forever to charge. It's slim. Nice screen. Other then the battery life it appears to be OK. Only had it 2 weeks. So let's see. I will be back to continue this review in a few months of use.",4,Galaxy Tab A9+
Alicia Gandy,12/24/2024,"My expectations have been greatly exceeded by the Samsung Galaxy Tab A9+. The 11-inch display is truly impressive, featuring stunning vibrant colors, sharp resolution, and perfect for streaming movies, browsing the web, or working on documents. The tablet's slim design enables effortless portability, while maintaining a durable and premium feel. Performance is characterized by smooth execution, courtesy of the robust processor, which facilitates rapid app launching and seamless multitasking. Battery life is exceptional, allowing for all-day usage on a single charge, even with heavy use. Additionally, the sound quality is outstanding, with speakers delivering clear and rich audio that enhances the overall experience. Given its price, this tablet offers incredible value, making it an ideal choice for students, professionals, or anyone seeking a reliable and affordable Android tablet. Highly recommended!",5,Galaxy Tab A9+
VVBulldog,10/23/2024,"I had a 9 inch before but it was slow and laggy. I decided to get a better one and found this. I was not sure if the screen would be too large for me. What I found is I personally love it. It is absolutely awesome for both on road and off road navigation. I loved being able to see way down my route and it was nice and fast so finding the next gas or food stop to add to my route was a breeze. I also really like that you can split the screen three ways and when doing so all my apps worked well.I do not like in dash screen headunits so I purposely bought an old style with buttons and knobs. So for me I was able to place the tablet low where it blocks most of the headunit so it does not block my view at all of the road. I stream exclusively so really all I need is my steering wheel controls. The 11 inch screen is big though and many, if not most, will probably not like it as much as I do. For me it was a dream.I do have a data plan and bought the one for my service. I have not had any issues. The sim card went right in and was working, giving me 5G service. I do always download offline maps for my trips and on my last one that took me way out and without service the GPS of the tablet was great and never once did it not know where we were. Made the trip a breeze.Personally, I prefer using a tablet like this instead of a in dash screen for a few reasons. First, I can take it with me. I can take if from vehicle to vehicle and then take it inside my tent, hotel room, house, etc. So, I have everything right there in one place. That brings me to my second reason of planning. I can have it with me anywhere and plan my route and trips right there. So if we stop to eat and I want to change some things and or check some things out I can easy and without having to sync anything or sitting in my vehicle. Third, I love that I can have it facing me. I hate how a in dash screen points straight back and prefer to have it facing me for the best view. This just works for me and I prefer it. I do use the tablet for other things like cruising the web, and it does that well too. My last one I mainly only used for nav and kept the app count low to try and keep it as quick as possible. That has not been an issue with this one and now watching a movie or show is much better on the much larger screen.",5,Galaxy Tab A9+
Arkveveen,1/22/2025,"Let me tell you a short story first. I'm 37 years old now, but back in 2016 I got a Galaxy Tab E for Christmas. I've been using that same tablet for years now. It's been reliable and continues to function, but it has awful performance, and apps are starting to freeze or crash. It's only gotten worse over time. It only had 12GB of space and 1GB of RAM. It's a shame, but it was time to put it to rest after a dutiful amount of use. I want to play mobile games, and it just wasn't cutting it. I also like to read books on Kindle, and my books were taking 4GB of the meager space on that old tablet. That poor tablet is now getting its much deserved permanent rest.Now fast forward to 2025. I just got this new tablet because of its excellent value. And I'm ASTOUNDED by it! It's surprising how much power you are getting here, along with the large bright screen. It can run 2D or 3D games really well, much better than you'd expect, but it depends on the game. 2D games are smooth as silk, such as my current favorite Dragon City. As for 3D games, Raid: Shadow Legends absolutely runs amazing even on ultra settings, and it's quite shocking to behold for such a cheap device, but that game isn't exactly the pinnacle of mobile graphics anymore, is it? Don't expect to run Zenless Zone Zero or other more visually intensive games which I play on my PC instead.The game performance for most games alone makes this tablet a surprising value. Yet it also has good battery life, charges quickly with most modern chargers, and has a stable operating system. I don't know if I'm just too used to using bad mobile devices, being mostly a PC gamer with a powerful gaming PC, but you really can't go wrong with the A9+ as a portable computer option!",5,Galaxy Tab A9+
Amazon Customer,12/21/2024,great tablet for the price. aside from battery issues the tablet is great to use . sound is good and and the screen is very good. Easy to navigate and uninstall apps you don't want. Highly recommeded.,4,Galaxy Tab A9+
Mckenzie Tucker,1/20/2025,"I ordered this to use for school. it works great, has a lot of space, the camera kinda sucks compared to a phone camera but I mostly just use it for note-taking.  I would recommend for school also getting a pen and keyboard because it helps alot but as far as if you just want to game this works great. I use it everyday. it does take a bit to charge. like hours but it does have a great screen life when it is charged. I use mine for school, games, and watching movies and it still works great even since I got it in August 2024 and it is now January 2025 so not too long but still works great.  will update of any issues arise",5,Galaxy Tab A9+
TomRK,12/23/2024,"I really like this tablet. Everything works well. It is everything it is advertised to be. There are just two unadvertised things that cause me to give it 4 stars......Very nice. Very well made. Nice feel. I like it. But it is heavy. It is not possible for me to hold this tablet with a cover in my hands for long. I must lay them in my lap and get new glasses for that distance. But I am 81 so this might not be a problem for a younger stronger person. However, I would still give it 5 stars with this problem.The big problem is that the screen size is 11 inches. Microsoft does not allow its Android Office Suite to run for free on a tablet larger than 10.1 inches. They want $7 per month. Not going to happen. If I had known this I would have bought a 10 inch tablet. I cannot find a workaround. The only real options are to use Google Docs if you trust being online with Google, or WPS Office a free open source program. Just don't be fooled into subscribing to the paid pro version when you first open WPS. The only problem here is that when you first install it, it doesn't have the fonts you want and it tries to get you to pay for more font. Don't do it.  It is very easy to add True Type Fonts to the Fonts folder in Android 14.",4,Galaxy Tab A9+
Erik L,1/6/2025,"I bought this on a fairly tight budget to replace my fried 9th gen ipad. (Don't be like me and buy a cheap knockoff Chinese brand charging block!)First the pluses:- Great bang for the buck. For $199 you get a good, not great, fairly vibrant 11 inch screen, 128 gb memory, and importantly, 8 gb RAM.- It's thin, sleek and in my opinion, looks good.- Speakers are surprisingly loud- It has a headphone jack! Love that I can use my full sized Sennheiser wired headphones. One of my reasons for not going with the 10th gen iPad - no headphone jack.- Setup is a breeze with Samsung smart switch, was painlessly able to transfer what I wanted over from my phone.No cons, so far, but rather trade offs for getting an 11 inch Samsung tablet at this price:- Battery life is very average- it's only a 5000Mah battery and it shows - nowhere close to the battery life of my 9th gen iPad.- No fast charging - using an Anker Prime charger with a quality high speed cable, I could only get 10 watt charging.- Cameras are mediocre at best. If you're buying this for the cameras, don't.Overall, very happy so far. Will update if I run into any issues. Feel free to ask any questions.",5,Galaxy Tab A9+
Amazon Customer,1/19/2025,"I bought this for my self to use as a media device when I'm out and about and I'll say that it does the job well for me. I primarily watch Netflix and YouTube and this does the job for me. Screen feels great, tablet feels good in the hand and the speakers are nice when pairs with dobly atmos. You get the nice over saturated Samsung colors but it works. In terms of a gaming device, I wouldn't recommend for that personally. I played public, cod mobile and TFT and man the graphic and performance in those games were pretty bad. If gaming is your niche, I'd spring for a more flagship tablet if you had the budget.  Overall a good tablet for media consumption.",4,Galaxy Tab A9+
Tiktoktacoguy,1/9/2025,"It was perfect, I tried to find one in a store to try out, but I couldn't... so I was a little nervous if it would fit my needs. I primarily use a small laptop for trips and travel but this is WAY better. Very fast, everything connected up perfectly. The initial setup walkthrough was flawless and I had my laptop replacement in under 10 minutes. The screen is bright and crisp. It quickly goes through my apps, I can split screen between emails and messaging platforms, and it's super convenient that I can just charge it off of any USB C connection. I paired it with a little portable carrying case and wireless keyboard and it's everything I need!",5,Galaxy Tab A9+
Wile E.,12/24/2024,"Setup was a huge headache.  Partly because I only got the 64gb version (plus 256GB microSD).  I did the samsung smart switch with my phone which got my apps and stuff over.  But then had to move a bunch of the apps from the internal storage to SD card.  After everything it is ok.  It is kind of slow...but I guess that is to be expected of a $150 tablet (faster definitely isn't worth the $800 extra for S10 tablet).Overall:  Pretty ok for the price, but I would advise to get the 128GB version.Update:  I just realized that the 128GB doesn't only have an extra 64GB of storage, the RAM goes from 4GB to 8GB which would help it a lot in responsiveness.  Had I realized the RAM difference, I would definitely have gone that route.",4,Galaxy Tab A9+
Pilar|Pilar,12/21/2024,"Bueno, no me puedo quejar, quise darle una semana de prueba a ver qué onda y pos todo marcha bien . Rápida y para lo que la quería , que es dibujo me ha servido mucho le compré un guante ya que no tiene rechazo de palma y marcha bien no me daña el dibujo , el lápiz corre bien ??  lo único que no me gusto es que no mandaron la factura incluida y tuve problemas en aduana esperé mas de la cuenta ya que no me la querían entregar , pero finalmente pude resolver ?? viene con cámara para grabar pantalla , esta si la usas en alta gama no graba nada, la probé en nivel medio y ahí si graba bien son detalles … nunca había dibujado digital pensé iba a ser difícil y pos no la voy manejando bien … primeramente Gracias a Dios x todo ….  la recomiendo ????|",5,Galaxy Tab A9+
Marilyn B.,1/13/2025,"This is my first tablet and so far I am very pleased with it. I am 65+ so any type of technology can be intimidating to me but this was very easy to set up. I have a Samsung phone that I linked to the tablet and now I can play all my games, check email, access social media and search the internet with ease and no longer run my phone battery down. So glad I finally got this. I also bought an SD card to have extra memory if needed.",5,Galaxy Tab A9+
L.P.,12/13/2024,BE AWARE that the wall/ outlet charging adapter is not included with the tablet.  Only the USB C to USB C charging cord is included.  I am very disappointed that after receiving the Samsung A9+ tablet I realized that I had no way to charge it.  I don't own any Samsung products or other electrical components that require a USB C to USB C charger therefor I had to purchase the charger separately after the tablet was delivered.  Nowhere in the description on the Amazon or Samsung websites does it explain that you do not get the wall charger/ adapter with the tablet.  Amazon and Samsung need to make it very clear that you will not get the charger with this product ( probably other products also ).  Other than that I am very pleased with this tablet and it does everything that I need it to.,4,Galaxy Tab A9+
Ape tastic!,12/6/2024,"I bought this during Black Friday deal so everyone knows.It comes pretty awesomely equipped however during the setup I was not able to skip the Google sign in which was rather annoying but I just logged in and all was good after that. I have had 0 issues with it, and I honestly I was extremely hesitant after reading somethings online about this device. However I did get it and its so far pretty great the preloads weren't completely over the top also which is nice. I have had 0 issues maintaining connection to wifi within my 1,625 sqft home and garage I do not have any as stated above. I use it for; streaming movies legally, browsing online, listening to music, connecting to my ring camera application, and journal voice memos which is why I am looking to get a quality keyboard case for it.**I will say you need to get a case specifically for this device do not buy anything that doesn't say Galaxy A9+ otherwise it will not fit more than likely I imagine is the same for keyboard heads up.**",5,Galaxy Tab A9+
Nelson Udiz S.,1/23/2025,"Muy buena tablet, es rapida y el tamaño ideal.  Unico problema para escribir con el lapiz tuve que comprar unos guante y aun asi a veces me fallaba al escribir.  Si no necesitas escribir mucho con el lapiz es una excelente opcion... en mi caso decidi venderla y comprar una que no tenga este problema.|",4,Galaxy Tab A9+
JulioPN,1/12/2025,"This is mainly for those that own S line devices as myself - I own a Galaxy S24 Plus so when I felt a tablet would be handy and worth buying, I found this A9 + on sale!I expected more performance truth be told and that is not what you get here. The table it slow, felt lilke the speed of phones back in the early 2010s BUT if you put that aside, it works fantastic!",4,Galaxy Tab A9+
anonymous,1/4/2025,"display(size and picture) + battery life are good. Performance is decent, kinda has a slow response time when tapping/doing any sort of task. (works for drawing + simple tasks like notes, movies, ect but I wouldn’t recommend it for any sort of gaming or heavy researching). Terrible charging speed. I plugged it in at 1% then worked a 8 hour shift and it only got to 60%. You also definitely cannot use it while it’s charging because it will die. But for the price I’d say it’s worth it for light/simple use.",4,Galaxy Tab A9+
Jason,1/20/2025,"I have a total of 3 tablets in our house including a Tab S, A7, and now the Tab A9+. Overall, the A9+ isn't much better than the predecessors with one major exception, Samsung has finally figured out how to program the power button to both turn the tablet on, and off, without having to simultaneously press a volume button.",5,Galaxy Tab A9+
dana floyd,1/4/2025,For 150.00 you would be hard pressed to beat it. I use it for entertainment and streaming and it's great. Runs YouTube TV and all the streaming apps. I'm really impressed with the speakers. Not your typical bargain tablet. If you are on the fence this is a good choice. Now it's not going to be comparable to the more expensive tablets. If you want to spend $500 or $600. But this is $150 and it's a really nice little tablet I'm totally satisfied.,4,Galaxy Tab A9+
White Rabbit,11/13/2024,"I've had several Samsung phone devices including more than a few of the Galaxy S lineup, and I'm a big fan of them. I needed a tablet I could sit in a stand for use as a portable/battery-powered extra TV for steaming YouTubeTV in the kitchen and out on the deck, and this really fits the bill. I intentionally got the model with the minimum specs (no need for terabytes of storage when used as a streaming TV), and it works perfectly fine for how I'm using it. And, honestly, the very limited way I'm using it essentially ignores all of the bells and whistles a Galaxy tablet comes with even in that baseline format. The Android platform is very familiar, and it and my phone devices can sync stuff (like display notifications of my text messages if I so choose), so that's a nice bonus. The sound quality is great, and I'm totally happy with the resolution. If there's any negative, it might be battery life. I'm only using it as a streaming TV, so who knows whether this application uses more battery that way or not. But even when I have it set with all the right battery saving settings, it does seem to run down the battery % a little faster per session than I'd expected. It could be because the screen brightness is tweaked up for TV viewing. But the recharge time is quick. Anyway, I'm not going to downgrade this product for something like that. It's a very good value IMHO. Mad props to Samsung for their Galaxy product lineup.",5,Galaxy Tab A9+
Amazon Customer,1/15/2025,"Love my tablet it's a samsung! Just love the graphics and colors are so rich, interface is smooth and did I mention the battery lasts forever fast charging.I use my tablet mostly for games absolutely no problem with anything, customization of the tablet is great best of all the initial start up was a breeze. Highly recommend this for everyone and price was the cherry on top.",5,Galaxy Tab A9+
Michael A. Kerwin,12/31/2024,"I have had several off-brand tablets that were just OK, and I did not use them much. This A9+ with 8 gigs of RAM and 128 gigs storage boots up quickly, has good quad speakers and a bright screen with good battery life. As far as apps, many of them can be uninstalled which is good. Companies who sell tablets should not force app advertising on consumers. I see myself using it a lot more than previous tablets. With the discount, it was a good price point for what I got.",5,Galaxy Tab A9+
Dawn Cooper,1/15/2025,"I have had it for roughly two weeks.  The setup was easy and straight forward.  I use it for streaming live and prerecorded you tube videos, live twitch, and amazon movies.  It streams live content smoothly.  I use blue tooth ear buds and they work well.  I would really like to have additional USB ports as it only has one.",5,Galaxy Tab A9+
Roger L,1/11/2025,Great tablet for the money.  Using this to download pictures off my Sony A6400 and Nikon Zf to check out my photos after finishing the day out shooting.  Has worked out very well for me so far and got a great price on it from an Amazon sale.  Apple I-pads are too much money and this option worked out for me!,5,Galaxy Tab A9+
John Doe,12/26/2024,"I ordered this Samsung tablet to replace my old 4-year-old tablet, which had become very slow and struggled to load some educational content for teaching. So far, I'm impressed with this new tablet. The screen size is great, and the speed is more than sufficient for the price. It comes with a USB cable, which I believe is either a mini or micro USB on both ends. It would be more convenient if one end was a USB-A.  That’s my only complaint so far. It's still new, but I’m really liking the Samsung tablet overall!",5,Galaxy Tab A9+
Ira,1/9/2025,"Me encantó, soy docente y la uso en mis clases para revisar las plataformas de mis estudiantes, la puedo llevar por toda el aula e ir revisando con los estudiantes lo que necesitamos. También es práctica para revisar cosas en el sofá o en la cama. Es facil de llevar en la mochila, le dura la batería varios días si no la uso mucho osea por muchas horas en el día.|",5,Galaxy Tab A9+
A,1/5/2025,"I decided to upgrade from the Samsung A7 tablet for speed and screen size. Absolutely love this tablet - it was really quick to set up, downloaded all my apps in a timely fashion, pretty good battery life for what I use it for.  The purpose for me owning a tablet is leisure and decompressing after a long day - reading on my Kindle app, playing a variety of games, and streaming shows, and listening to Spotify.A good budget tablet for anyone looking!",5,Galaxy Tab A9+
Albert Hofstetter,1/3/2025,"I bought this tablet exclusively so I could read manga and American comics, and the resolution and screen size is perfect for that. Be forewarned: this tablet does not come with a charger. It has the cord but no base. You'll need to order a Samsung compatible charger or it will charge unbearably slow. This is the only thing keeping this from being a 5-star product, in my estimation.",4,Galaxy Tab A9+
Latoya|Latoya,1/4/2025,I love it so far. It has a sleek design which I really love and a great size for streaming and games. I haven't set it up yet to rate performance but I will say it charges fast. It was at 55% when it came and in 15 min it was fully charged. It also has a USB cord to transfer files from one device to another.,4,Galaxy Tab A9+
Ron in Palm Springs,10/16/2024,"I've been a computer user for many years (not an expert though) and I own a Samsung smart phone and laptop, so I'm not a novice to technology but I am for a tablet. It comes with a lot of bloatware, easily removed, and I was able to easily pair my phone settings to the tablet wirelessly - no problem. Haven't tried using the tablet as a phone yet but I probably will in the future just because it would be handy bedside. So far I have enjoyed it, but I am disappointed that Samsung has sooooo many updates that consume a lot of time. I knew there would be a lot of updates when I first turned it on, but several days in I can still expect a Samsung update almost on a daily basis, and this is after I've done all the customizing that I want. Drives me nuts, so I encourage any new user to take advantage of being able to NOT do auto updates or you'll be without use of the tablet which can be very exasperating and circumvents the desire to quickly search for something!  Do them on command or schedule them!  Samsung - get with it and bundle updates so they are less frequent, albeit more time consuming for each one. Other than that, apps load quickly and the display is crisp and clear and the sound is very good as are response times when moving from app to app or screen to screen. The battery life has been very good so far, and seems better than my cell phone. One thing I don't understand is why Samsung has offset the search bar on the home screen.....it is off center to the left on the screen no matter how I turn the device. Not a deal breaker but just looks very odd, if not outright silly on an otherwise very classy looking screen. The tablet is quite light, very thin, and the 10"" size is great for people who may be visually impaired like me. I especially like the touch keyboard that automatically displays with the Google search bar. Once I get past my learning curve, I'm sure I'll have more to say, but all in all, I'm mostly happy with the purchase.",5,Galaxy Tab A9+
bill,1/12/2025,We got these tablets for our 8 and 9 year old boys to be able to do their online math curriculum. They were a bit challenging to set up being a mainly Apple household. Once we got their accounts and the family accounts set up we are thoroughly pleased. Batteries last a good long time. Would definitely purchase again.,5,Galaxy Tab A9+
Stokely 78,1/19/2025,"I really enjoy this tablet and all the things that it is able to do. And my mom had one and I had to get one after using hers because of the Sleek,Stylish and speed that it had",5,Galaxy Tab A9+
Danielle,1/19/2025,"This is the best tablet I have ever owned. I love the size, the quality of its pictures and videos. It has a lot of memory and is much easier to read my e-books then on my phone.",5,Galaxy Tab A9+
pbl57lsu,1/19/2025,what a great value. Its like a more than capable phone. Samsung has upped its game with these tablets. I was using in my truck for dashcam access and hotspot from my phone to run apps or gps.,5,Galaxy Tab A9+
Betty D.,1/4/2025,I bought three tablets as gifts for Christmas and the tablets work just fine but they each only came with the cord part of the charger and no wall block unfortunately we don't have the wall blocks with the type c port and with the amount we payed for these it would have been nice to have the whole charger.,4,Galaxy Tab A9+
Smith,12/29/2024,"I have only had this Samsung Tablet A9+ for about a month.  My old tablet A9 was from 2016, not as much storage and only two speakers.  Like having the four speakers when I am listening to audio books.  I went back to this product as I loved my old one.  I used it all the time.  It still works, but I am not able to have as many apps on it as with the new one.  It was just time for an upgrade.",5,Galaxy Tab A9+
Stacey,1/23/2025,Finally got my tablet after sooooo longIt was the shipping company that I used to shipped it that’s where the issue wasAs for the tablet am loving it ??,5,Galaxy Tab A9+
J. Russell,1/9/2025,"I bought these for my kids to use for some light gaming, reading, and basic web browsing. The screen quality and performance is similar enough to my year old iPad that I'm not sure I'd pay the Apple price again.Eight months in and these things are still performing exactly as expected with excellent battery life. I wouldn't hesitate to buy them again.",5,Galaxy Tab A9+
Amazon Customer,1/22/2025,"This tablet is very fast, and works very well. It does everything I want it to do, and I'm still learning all of the applications I have for both work and play.",5,Galaxy Tab A9+
Donn B,1/12/2025,This tablet is pretty niceRun nice fast but setup could be better samsung makes it difficultHas issues with signing in to your accountsThe appearance is nice and Durability okThe space is the best with 128 gigsBut overall it is a nice tablet to get,4,Galaxy Tab A9+
Joseph Mendy,1/1/2025,"I got the 8 GB RAM, it's a better value for your money.  In the medium to long term, the 8 GB RAM will ensure smoother operation and less lag plus you have more onboard storage of 128 GB with this version. At the time I purchased it, the price difference with the 4 GB RAM model was just $50. For $50, you get double the RAM and the storage.",5,Galaxy Tab A9+
Terry,1/1/2025,"1 star off for battery life. Seems to drain fairly quickly even just sitting idle and charges a bit slowly. Also the headphone jack is in a weird place, right on a corner. Other than those 2 issues I'd say it's a pretty decent tablet for the money.",4,Galaxy Tab A9+
James Page,12/21/2024,"For my use, this 11 inch samsung works well. Booth up is a bit slow but over all a good tablet. Lots more programs then I will ever use.I went down from desk top to this tablet.. I don't care much for lap tops.I'd say it's worth the money.",4,Galaxy Tab A9+
M. Woodward,12/6/2024,"the cord they included is not working well at all. Maybe it was just my cord. The tablet is awesome. I love the size of it. It's probably the best tablet for its size and price. I got it so i didnt always have to buy physical copies of books for Dnd. This thing is great. Just use a different cord than one it comes with in case it doesnt charge. Also you might want to get an adapter or different cord, it comes with a cord that has Type C connection at both ends. Im not 90 years old but most things i plug in by Usb or wall outlet.",5,Galaxy Tab A9+
Federico F.,1/7/2025,"If you limit the battery charge to up to 80%, it's enough to last for a day on *light* use. It drops from 80 to 60 in less than 2 hours.Also, the animations for moving between pages is not as smooth as should be for 8GB of RAM.",4,Galaxy Tab A9+
Happy camper.,1/15/2025,"It's hard to go wrong with Samsung. This tablet boots apps fast. I use it to stream. When I load Netfix to watch, it's pretty much instant. Love it.",5,Galaxy Tab A9+
texs99,1/12/2025,"This is my 2nd Samsung Tablet. The A9+ is notocibly faster than my previous A8. Plenty of battery, responsive touch, what else do you need. Support is always amazing.",5,Galaxy Tab A9+
Amazon Customer,1/18/2025,Startup is slow but good screen resolution and perfect for watching exercise videos on my Teeter recumbent stepper.,4,Galaxy Tab A9+
Nely Fu,1/8/2025,"Easy to set up and use.  Light and just slightly bigger than the A7. All the apps transfer/copy from phone to tablet.However, I cannot make the phone and text functions work.Don't know why these apps on the tablet cannot link with my phone.",4,Galaxy Tab A9+
ACS,1/16/2025,She had a 7 year old Samsung Tablet and about time I ordered a new one for her.  The vendor did a good job with the packing.  Baby Boomer is happy with her new toy!,5,Galaxy Tab A9+
Michy,1/11/2025,Took a long time to be delivered. ??My son is excited about it.Easy to set upTouch seemed delayed. ??Got it in a nice package ??,4,Galaxy Tab A9+
MMOSB,11/14/2024,"I am very pleased with this tablet. I use it with the addition of a 128 gig microsd card. Great video quality for the movies and episodes I watch on Prime. I use this for all of my ebooks with several apps (Kindle, Nook, Google Play Books, Libby, Digital Editions, EBSCO Mobile) and it has been a delight. I bought one for my mother who is older and she finds it to be heavy, so, be alert to that.The sound is great through the speaker; I have not tried headphones yet. I use this tablet with a full tablet cover, which I would recommend, especially one with a kickstand. The tablet does not stand up on its own so a kickstand makes it much nicer for viewing videos or reading books.Samsungs are know for carrying a lot of bloatware that you cannot delete, like their own email app or their own browser app, etc. I found that this tablet came with very little bloatware that could not be removed; I am very pleased with that.",5,Galaxy Tab A9+
Just Jean,12/26/2024,"Samsung Galaxy A9+ does what I need it to do and is fairly easy to figure out. Yes, I am one that grew up with all brothers and I'm used to figuring out how to do stuff.  I don't normally use android, but I wanted an android for 1 game that I play and I just love it.",5,Galaxy Tab A9+
Chris Marquette,12/31/2024,We use over 90 Android tablets as ELDs in our semi-trucks and have tried many different brands with the Samsung ones being the only ones that last. Cost was important as they seemed to walk off so we had to strike a balance between function and cost of replacement.  My only complaint would be not being able to lock them down even with custom ROMS,5,Galaxy Tab A9+
RAW,1/10/2025,"Crisp and clear display, has worked great for the stuff I have tried. Long battery life, impressed. The 4 speakers give a good immersive sound stage when watching movies or just listening to music.",5,Galaxy Tab A9+
Philip Ross Gordon,12/29/2024,"I use a tablet with a bluetooth keyboard when I go to Starbucks and the like. I usually use an Amazon Fire HD 11, but my note-taking program, Evernote, will not work with Amazon products. So, I bought this. Wow. it is fantastic. With the stylus and keyboard, I have a full office. The screen is bright and clear, the processor is very fast, and the unit is tough as nails. Most highly recommended.",5,Galaxy Tab A9+
Amazon Customer|Amazon Customer,1/9/2025,"Great tablet, amazing speakers, has most of the capabilities as Samsung tablet S9 without the S pen. Easy to use, good product",4,Galaxy Tab A9+
Gabriel,1/12/2025,"good for watching videos, casual browsing and simple games. very responsive. unmatched at this price.",4,Galaxy Tab A9+
Mike Stover,1/4/2025,This is the first Android device I've owned.  My wife switched to the Samsung/Android phones and tablet some time ago.  So far I like the tablet BUT it is much different interface than my Apple products.  We'll see how the learning curve goes.  Hopefully this will be a good chore AND replace the Kindle reader I have been using.,5,Galaxy Tab A9+
Mari Carmen Sanchez|Mari Carmen Sanchez,1/16/2025,"I bought this Samsung tablet for my mom, she loves it!! Has a lot of functions although she just wanted to watch movies ??. The shipping was really fast and everything was perfect!",5,Galaxy Tab A9+
Michael Manning,1/12/2025,My daughter loves using her tablet that she got for Christmas and it is one of the best additions for her as far as school work goes as well tons of learning applications and easy to use touch screen makes it a must have,5,Galaxy Tab A9+
fishing fool,4/24/2024,"I got the 128 model on the Amazon sale a few days ago. The only reason I bought it was for traveling because I did not want to drag around my 2022 IPad Air and possibly lose, or mess up, a 500.00 tablet.So......like the headline states......it's OK for the price. Not the retail price, but the sale price. Last year I bought the Fire 11 for the same reason, travel, but ended up returning it after a few days due to a price drop and Amazon refusing to offer a price match discount. Along those lines...........I tried my best and spoke to numerous people over an 8 month period but Amazon refused to return or credit the 70 or so I received from trading in two cheaper Amazon tablets when I bought the 11. I have been informed, over and over again by Customer Service, you lose the trade-in on a return. Now, I cannot find this ANYWHERE in the trade-in policy. But there it is so be forewarned.I would say both the tablets are very similar, with a slight edge maybe to the Samsung with the 8GB vs 4GB on the Fire. Neither are as smooth as the Air, but that is where the price difference comes in. When I bought this I believe the Fire was 199 and the A9+ was 209. For an additional 4GB of memory 10 bucks is good for me. Plus, I had no more available trade-ins for the 20% discount.As for the tablet itself..... The sound is fine, picture is fine, and I really prefer Google Apps as they just seem to have more of what I want. I imagine build quality is similar. Now for the apps.......Prime video was loaded, along with Peacock, Disney, MGM, HBO/Max, Paramount......all my streaming services with one glaring, if not unexpected, exception. Apple+ TV. I found an ITunes app, but no TV app. Maybe the Fire has it, I don't know.I also loaded Samsung SmartSwitch which allowed me to sync info from my IPhone. No issues, worked well although it did take a minute using wireless connectivity.The tablet did not come with a plug as has been noted many times. I guess, you know, is it a big deal if you have other electronics? No. But if this was your only one.......I mean, really? Is that plug really saving all that much money off the list price? Some of these things the corporations do nowadays just seem silly/greedy.As far as charging goes, this seemed to be another hot topic. So, using an Apple 20W Fast Charger, the tablet went from 13% to 100% in about 2 1/2 hours. If I went USB-C only I would guess more than double that time would be required. I did make sure Fast Charge was on in the tablet.....it shipped that way.The battery did seem to wear down rather quickly, but not fast enough to return the tablet. The phone transfer was about 30 minutes, and all I did other than that was load Apps and change some settings for a few hours. This took me from 50 to 13%. How that compares to my Air, no idea. But it is acceptable.One thing I do not like.....and maybe I just need to try a bit harder.....I cannot figure out how to get Auto Blocker turned on. It's right there in Settings, but greyed out as is two other advanced settings below it. I just keep seeing a spiral up top right like something is trying to load. Only thing I can figure out is if you have free apps loaded you cannot block the pop-ups or whatever.Wi-Fi hooked up right away so I did not bother trying my phones Hot Spot. Other than that, I see no issues with this tablet. At the right price, of course!",4,Galaxy Tab A9+
JDWAlexander,1/3/2025,"I bought it as an Xmas gift for my kid, replacing his A7 that was not really keeping up with him. He really enjoys the larger screen and is happy overall with its improved performance over his previous tablet.  He is 4 so take this review with a grain of salt :-)",5,Galaxy Tab A9+
Gary,1/18/2025,Easy to set up and use… Touch screen is a bit testy but nothing too crazy! Can’t go wrong with this tablet.,5,Galaxy Tab A9+
Olvie Canfield|Olvie Canfield,1/12/2025,I love this my Samsung tablet. Very functional and easy to use. He color is amazing. Just the right size to carry everywhere. I can’t talk about technical because I am amateur on it but never regret buying this since day one. Connectivity is good.,5,Galaxy Tab A9+
Debbie,1/10/2025,"A great tablet and a reasonable price.. it was a gift for my husband, he picked it out. He is a computer guy and is very satisfied with the tablet.",5,Galaxy Tab A9+
Clay,1/20/2025,ITS A NICE TABLET BUT DRAIN TOO QUICKLY,4,Galaxy Tab A9+
