Username,Date,Reviews,Rating
csu01921,6/10/2024 13:06,"Best Feature:Health metrics
Product Quality:Premium Feels
Performance:Pairs well with my Huawei Pura70

I am so happy with all Huawei gadgets! So love this watch - a lot better than my previous Samsung Watch

Battery life pa lang panalo na

Sobrang sulit talaga! Sa uulitin
https://cf.shopee.vn/file/ph-11134103-7r991-lwcxv3ekq0yp82
https://cf.shopee.vn/file/ph-11134103-7r991-lwcxv3ekq0yp82",5
menchiemandin,6/10/2024 23:26,"Best Feature:everything
Product Quality:very good
Performance:very good

Super ganda and i so love it may kasama pang freebie na napakagandang portable coffee cup!! Thank you so much seller??
https://cf.shopee.vn/file/ph-11134103-7r991-lwdjl8urpd6s7f
https://cf.shopee.vn/file/ph-11134103-7r98q-lwdjl8uhps2paa
https://cf.shopee.vn/file/ph-11134103-7r990-lwdjl8uhr6n55d
https://cf.shopee.vn/file/ph-11134103-7r991-lwdjl8urpd6s7f
https://cf.shopee.vn/file/ph-11134103-7r98q-lwdjl8uhps2paa
https://cf.shopee.vn/file/ph-11134103-7r990-lwdjl8uhr6n55d",5
moesterrrr,6/11/2024 5:47,"Best Feature:High Quality
Performance:Superb
Product Quality:Amazing

Ang ganda. For it's price, huawei did an amazing job packing it with amazing features, design, hardware. First smartwatch ko ito. I'm so happy.
https://cf.shopee.vn/file/ph-11134103-7r98x-lwdxm3kvfguc3d
https://cf.shopee.vn/file/ph-11134103-7r98q-lwdxm3kvmhy9b2
https://cf.shopee.vn/file/ph-11134103-7r98v-lwdxm3kv71pdd1
https://cf.shopee.vn/file/ph-11134103-7r98x-lwdxm3kvfguc3d
https://cf.shopee.vn/file/ph-11134103-7r98q-lwdxm3kvmhy9b2
https://cf.shopee.vn/file/ph-11134103-7r98v-lwdxm3kv71pdd1",5
a*****7,6/11/2024 8:07,"Product Quality:10
Performance:perfect
Best Feature:answer call

Love this, it is very handy when Im driving as I can see if certain message immediately needs my response. 

Answer/Make call = yes
Text = preset quick reply only

GPS =yes (must install app)
https://cf.shopee.vn/file/ph-11134103-7r98w-lwe28i1mwvlw64
https://cf.shopee.vn/file/ph-11134103-7r98p-lwe28i1mya6cd9
https://cf.shopee.vn/file/ph-11134103-7r98o-lwe28i1mzoqs33
https://cf.shopee.vn/file/ph-11134103-7r98w-lwe28i1mwvlw64
https://cf.shopee.vn/file/ph-11134103-7r98p-lwe28i1mya6cd9
https://cf.shopee.vn/file/ph-11134103-7r98o-lwe28i1mzoqs33",5
adinegabales,6/12/2024 13:27,"Performance:SMOOTH
Product Quality:HIGH
Best Feature:LONGER BATTERY LIFE

Sobrang ganda ng huawei watch fit 3 napaka aesthetic niyang tignan tas ang cute. I am using iphone 11 device na naka connect ngayon sa watch fit 3 and I really love how if works. ?? well recommended! ??
https://cf.shopee.vn/file/ph-11134103-7r98o-lwftcf24k21tae
https://cf.shopee.vn/file/ph-11134103-7r98o-lwftcf24k21tae",5
b*****7,6/13/2024 11:42,"Product Quality:superb
Best Feature:NTC feature
Performance:very good

I’m so in love with the watch! Got it for 5,596 plus with a freebie! I like the bigger screen, you can also connect your cards because of the NTC feature . Thank you huawei ??
https://cf.shopee.vn/file/ph-11134103-7r98w-lwh4zpne1mh04b
https://cf.shopee.vn/file/ph-11134103-7r98s-lwh4zpneihac22
https://cf.shopee.vn/file/ph-11134103-7r98w-lwh4zpne1mh04b
https://cf.shopee.vn/file/ph-11134103-7r98s-lwh4zpneihac22",5
v*****d,6/13/2024 21:54,"Been using the watch for a week now and i am very happy with its performance. Light weight and great alternative for that much expensive smart watch. Battery performance is superb. Never taking them off even when i am washing the dishes. Lots of alternative straps available on a cheaper price. Got freebuds, coffee cup and a tote bag all free with my purchase. And the best part was got the watch pre-order for 4,900 on an spaylater zero interest payable in 12 months. Yahooo!!! ????????
https://cf.shopee.vn/file/ph-11134103-7r98v-lwhqmqkbphxga5
https://cf.shopee.vn/file/ph-11134103-7r98z-lwhqmqmjm8zo92
https://cf.shopee.vn/file/ph-11134103-7r98u-lwhqmqkvooypdc
https://cf.shopee.vn/file/ph-11134103-7r98z-lwhqmqndl150c7
https://cf.shopee.vn/file/ph-11134103-7r98v-lwhqmqkbphxga5
https://cf.shopee.vn/file/ph-11134103-7r98z-lwhqmqmjm8zo92
https://cf.shopee.vn/file/ph-11134103-7r98u-lwhqmqkvooypdc
https://cf.shopee.vn/file/ph-11134103-7r98z-lwhqmqndl150c7",5
bigbang2022,6/14/2024 5:38,"Performance:good
Best Feature:comparable to iphone
Product Quality:excellenqut quality

The item delivered fast.
I got for like 5400
I choose black coz versatility purposes 
It easy with pair with upon downloading the app
Responsive.
A lot faces to choose from
Looks sturdy and expensive 
Really can live up to 10days battery life.
https://cf.shopee.vn/file/ph-11134103-7r98y-lwi7eafrlhlt87
https://cf.shopee.vn/file/ph-11134103-7r98y-lwi7eafs0xup8a
https://cf.shopee.vn/file/ph-11134103-7r98u-lwi7eafrmw69f9
https://cf.shopee.vn/file/ph-11134103-7r98z-lwi7eafs2cf567
https://cf.shopee.vn/file/ph-11134103-7r98q-lwi7f7qyulfo79
https://cf.shopee.vn/file/ph-11134103-7r98y-lwi7eafrlhlt87
https://cf.shopee.vn/file/ph-11134103-7r98y-lwi7eafs0xup8a
https://cf.shopee.vn/file/ph-11134103-7r98u-lwi7eafrmw69f9
https://cf.shopee.vn/file/ph-11134103-7r98z-lwi7eafs2cf567
https://cf.shopee.vn/file/ph-11134103-7r98q-lwi7f7qyulfo79",5
jempreyes,6/14/2024 10:57,"Took time before reviewing...product is ok naman and legit seller. 2nd purchase already, 1st was a tablet. Good thing we were able to avail again the 0% interest of spaylater and the freebies. Strap is not that long, if you are quite big like my hubby it will jist be exact on your wrist.

And also Kudos to J&T because they sent message before delivery if somebosy will receive it...upon delivery I asked why...rider said if valuable items like this it is their protocol to send a msg first before delivery
https://cf.shopee.vn/file/ph-11134103-7r98v-lwiiogf83bz5ee
https://cf.shopee.vn/file/ph-11134103-7r98r-lwiiogc67srle6
https://cf.shopee.vn/file/ph-11134103-7r98x-lwiiogeo44xw22
https://cf.shopee.vn/file/ph-11134103-7r98o-lwiioge44yg102
https://cf.shopee.vn/file/ph-11134103-7r98v-lwiiogf83bz5ee
https://cf.shopee.vn/file/ph-11134103-7r98r-lwiiogc67srle6
https://cf.shopee.vn/file/ph-11134103-7r98x-lwiiogeo44xw22
https://cf.shopee.vn/file/ph-11134103-7r98o-lwiioge44yg102",5
kimarodriguez,6/14/2024 12:03,"Performance:Ang ganda!
Product Quality:Maganda, ginagamit ko sya every workout
Best Feature:Yung GPS and na sysync sa strava

Super ganda so gamit mo sya every workout ngayon
https://cf.shopee.vn/file/ph-11134103-7r98o-lwil69gmxishec
https://cf.shopee.vn/file/ph-11134103-7r98o-lwil69gmxishec",5
viotti,6/15/2024 4:57,"Performance:excellent
Product Quality:premium
Best Feature:watch itself

Delivered earlier than i expected. Napakaganda parang naka apple watch na din. Long battery life, mas matagal malowbat kesa apple. May kapalitan na apple watch at band 7 ko. Will try to use it this for my afternoon run. Sayang kalako earbuds yung freebies. Ahaha. Pero salamat na din sa portable coffee cup. Thanks seller and shopee.
https://cf.shopee.vn/file/ph-11134103-7r98y-lwjkx8vqjqbo28
https://cf.shopee.vn/file/ph-11134103-7r98x-lwjkx910c0lge6
https://cf.shopee.vn/file/ph-11134103-7r98t-lwjkx91ad0td4a
https://cf.shopee.vn/file/ph-11134103-7r98u-lwjl5yyewdpd86
https://cf.shopee.vn/file/ph-11134103-7r990-lwjl5yyexs9tb9
https://cf.shopee.vn/file/ph-11134103-7r98y-lwjkx8vqjqbo28
https://cf.shopee.vn/file/ph-11134103-7r98x-lwjkx910c0lge6
https://cf.shopee.vn/file/ph-11134103-7r98t-lwjkx91ad0td4a
https://cf.shopee.vn/file/ph-11134103-7r98u-lwjl5yyewdpd86
https://cf.shopee.vn/file/ph-11134103-7r990-lwjl5yyexs9tb9",5
f*****e,6/17/2024 5:07,"Best Feature:compatible with ios

Huawei Fit 3 is a fantastic smartwatch for anyone serious about fitness and style. Its blend of elegant design, accurate fitness tracking, long battery life, and smart features make it a standout choice in the market. Whether you're hitting the gym, exploring the outdoors, or simply going about your day, the Huawei Fit 3 is the perfect companion.
https://cf.shopee.vn/file/ph-11134103-7r990-lwmgf9onjgn8c4
https://cf.shopee.vn/file/ph-11134103-7r990-lwmgf9onjgn8c4",5
earlinhazel,6/19/2024 10:44,"Performance:the best
Product Quality:super good
Best Feature:lahat

Best alterntive sa apple watch. Super aestitic and worth it. Soft touch and easy to navigate. I got this during 6.6 sale and super steal na. Got 2 of this for me and my husband for the price of 5k each. ??
https://cf.shopee.vn/file/ph-11134103-7r98o-lwpn7i4oojr884
https://cf.shopee.vn/file/ph-11134103-7r98v-lwpn84fo02rof9
https://cf.shopee.vn/file/ph-11134103-7r98z-lwpn84fo031dd1
https://cf.shopee.vn/file/ph-11134103-7r98o-lwpn7i4oojr884
https://cf.shopee.vn/file/ph-11134103-7r98v-lwpn84fo02rof9
https://cf.shopee.vn/file/ph-11134103-7r98z-lwpn84fo031dd1",5
abdelazizmusa,6/21/2024 10:08,"Best Feature:Free tumbler, Freebuds SE 2, and tote bag
Performance:superb
Product Quality:great

Pricey than other brands pero worth it talaga yung money mo dito compared sa basic watch ng ibang brands. Sulit. Masarap suotin, madaming functions, mukhang apple watch. Nakuha ko noong first release. With discount voucher and pay later at zero interest. Worth the budol overall if u have extra money to spend.
https://cf.shopee.vn/file/ph-11134103-7r98v-lwsgccgh4npgb2
https://cf.shopee.vn/file/ph-11134103-7r98w-lwsgccgh4nz52a
https://cf.shopee.vn/file/ph-11134103-7r992-lwsgccghk3ycbb
https://cf.shopee.vn/file/ph-11134103-7r98v-lwsgkaoo8bc19a
https://cf.shopee.vn/file/ph-11134103-7r98v-lwsgccgh4npgb2
https://cf.shopee.vn/file/ph-11134103-7r98w-lwsgccgh4nz52a
https://cf.shopee.vn/file/ph-11134103-7r992-lwsgccghk3ycbb
https://cf.shopee.vn/file/ph-11134103-7r98v-lwsgkaoo8bc19a",5
nate_0896,6/22/2024 15:42,"Product Quality:Superb.
Best Feature:Overall design and battery.
Performance:Great.

The Huawei Watch Fit 3 (NFC variant) impresses with its sleek design, vibrant AMOLED display, and robust fitness tracking capabilities. The addition of NFC for contactless payments is a game-changer, making everyday tasks more convenient. Battery life is excellent, lasting days on a single charge. Highly recommend for those seeking a stylish and functional smartwatch.
https://cf.shopee.vn/file/ph-11134103-7r98s-lwu81qklv2hte8
https://cf.shopee.vn/file/ph-11134103-7r98s-lwu81qkbg0v54c
https://cf.shopee.vn/file/ph-11134103-7r98o-lwu81qklfm8xc5
https://cf.shopee.vn/file/ph-11134103-7r98r-lwu81qkbvh41b9
https://cf.shopee.vn/file/ph-11134103-7r98u-lwu81qkmaiqp6c
https://cf.shopee.vn/file/ph-11134103-7r98s-lwu81qklv2hte8
https://cf.shopee.vn/file/ph-11134103-7r98s-lwu81qkbg0v54c
https://cf.shopee.vn/file/ph-11134103-7r98o-lwu81qklfm8xc5
https://cf.shopee.vn/file/ph-11134103-7r98r-lwu81qkbvh41b9
https://cf.shopee.vn/file/ph-11134103-7r98u-lwu81qkmaiqp6c",5
kimbanaag,6/24/2024 12:58,"Best Feature:Health App. The health monitor is very helpful for us. I have been having chest pains and I think this would help me very much in keeping track of my heart rate. I personally love the sleep monitor, as I have seizures during sleep resulting to prolonged sleep paralysis with auditory and visual hallucinations. Battery life is really great!
Performance:Very smooth and very responsive to touch.
Product Quality:Superior quality. When I got the watch at around 2pm the battery was at 77%, after all the tweaking and checking around with light workout up to almost 9pm it's still at 70%.

I highly recommend Huawei smart watches. I recently purchased Kids watch 4 Pro for my son and daughter and their watches are doing great. I'm thinking of purchasing Watch fit 3 for both of them in the near future to help keep track of their health. Great job, Huawei!

Oh, thank you for the coffee cup freebies! My husband and I are coffee lovers so these are great freebies for us ??
https://cf.shopee.vn/file/ph-11134103-7r98r-lwwqme3cwjd0a8
https://cf.shopee.vn/file/ph-11134103-7r98q-lwwwkssjwu3l48
https://cf.shopee.vn/file/ph-11134103-7r98s-lwwwkssjy8o19f
https://cf.shopee.vn/file/ph-11134103-7r98p-lwwwkss9hs786a
https://cf.shopee.vn/file/ph-11134103-7r98r-lwwqme3cwjd0a8
https://cf.shopee.vn/file/ph-11134103-7r98q-lwwwkssjwu3l48
https://cf.shopee.vn/file/ph-11134103-7r98s-lwwwkssjy8o19f
https://cf.shopee.vn/file/ph-11134103-7r98p-lwwwkss9hs786a",5
alonaviray16,6/24/2024 17:47,"Product Quality:great quality
Best Feature:design and features
Performance:great performance

Mabilis lang nadeliver and maayos pagkakapack. Working din ung watch and sobrang ganda nya. Sulit at legit ung item. Worth it ung bayad. Ganda din ng freebies. Sulit at maganda! ????
https://cf.shopee.vn/file/ph-11134103-7r98x-lwx795rer66cf8
https://cf.shopee.vn/file/ph-11134103-7r98z-lwx795rfm2xt4c
https://cf.shopee.vn/file/ph-11134103-7r98s-lwx795rf6moxb1
https://cf.shopee.vn/file/ph-11134103-7r98t-lwx795rer6g187
https://cf.shopee.vn/file/ph-11134103-7r98x-lwx795rer66cf8
https://cf.shopee.vn/file/ph-11134103-7r98z-lwx795rfm2xt4c
https://cf.shopee.vn/file/ph-11134103-7r98s-lwx795rf6moxb1
https://cf.shopee.vn/file/ph-11134103-7r98t-lwx795rer6g187",5
r*****e,6/25/2024 10:44,"Best Feature:customizable watch face
Performance:10/10
Product Quality:??

A big jump from huawei band 4 to watch fit 3. I've been eyeing for smart watches for a while then my friend recommended this. Still getting used to bigger screen since I had my band 4 years ago. Hope this would last for a week as what it claimed to be.
https://cf.shopee.vn/file/ph-11134103-7r991-lwy7hje7xzpg22
https://cf.shopee.vn/file/ph-11134103-7r98x-lwy7hjehxlcx7f
https://cf.shopee.vn/file/ph-11134103-7r98r-lwy7hje8dfycc3
https://cf.shopee.vn/file/ph-11134103-7r991-lwy7hje7xzpg22
https://cf.shopee.vn/file/ph-11134103-7r98x-lwy7hjehxlcx7f
https://cf.shopee.vn/file/ph-11134103-7r98r-lwy7hje8dfycc3",5
pacoscorner,6/25/2024 12:37,"Product Quality:Excellent ??
Performance:Excellent ??
Best Feature:Long battery life

Super love this purchase. Its worth every penny. better than apple watch. Glad I found this and save a lot. Will recomment to my friends and family.
https://cf.shopee.vn/file/ph-11134103-7r98z-lwybi8apcgzo0a
https://cf.shopee.vn/file/ph-11134103-7r98p-lwybi8azc2n581
https://cf.shopee.vn/file/ph-11134103-7r98z-lwybi8apcgzo0a
https://cf.shopee.vn/file/ph-11134103-7r98p-lwybi8azc2n581",5
m*****d,6/27/2024 7:12,"Performance:??/10!!
Product Quality:??/10!!
Best Feature:everything ??

The best! Ang ganda super!! The quality is outstanding and serves its purpose talaga - very worth it! I've been using it everyday for almost a month now. Sorry for the late rating po. Plus free the freebies, ay grabe iba din talaga si Seller. Thank you so much!! This watch is so recommendable.
https://cf.shopee.vn/file/ph-11134103-7r992-lx0ucqbg0e3lf9
https://cf.shopee.vn/file/ph-11134103-7r991-lx0ucqbg1so1a3
https://cf.shopee.vn/file/ph-11134103-7r98z-lx0ucqbquvpg24
https://cf.shopee.vn/file/ph-11134103-7r98r-lx0ucqbpzz7oe3
https://cf.shopee.vn/file/ph-11134103-7r992-lx0ucqbg0e3lf9
https://cf.shopee.vn/file/ph-11134103-7r991-lx0ucqbg1so1a3
https://cf.shopee.vn/file/ph-11134103-7r98z-lx0ucqbquvpg24
https://cf.shopee.vn/file/ph-11134103-7r98r-lx0ucqbpzz7oe3",5
neiluymagtoto,6/27/2024 17:08,"Good and Accommodating seller! Very good ung packaging and wrap napaka secured! 
I will totally recommend this seller and their products. Keep the business going! Quality all the time kudos!
https://cf.shopee.vn/file/ph-11134103-7r98u-lx1g01r4a0yp42
https://cf.shopee.vn/file/ph-11134103-7r98z-lx1g01r4bfj597
https://cf.shopee.vn/file/ph-11134103-7r98x-lx1g12jqfls406
https://cf.shopee.vn/file/ph-11134103-7r98u-lx1g01r4a0yp42
https://cf.shopee.vn/file/ph-11134103-7r98z-lx1g01r4bfj597
https://cf.shopee.vn/file/ph-11134103-7r98x-lx1g12jqfls406",5
s*****8,6/30/2024 5:22,"Product Quality:Quality is so good
Performance:very good
Best Feature:light weight and battery last for days

I love it!! Good for it's price and useful. You should consider buying this, and the battery is superb! ???? Securely packed. Awesome!!
https://cf.shopee.vn/file/ph-11134103-7r98v-lx50x3dcf14134
https://cf.shopee.vn/file/ph-11134103-7r98v-lx50x3dcf14134",5
im_anachan,7/5/2024 2:36,"Product Quality:best
Performance:awesome
Best Feature:best at affordable price

maganda tlga sya. can play music offline without using the phone. thats y i bought it.

fast and precise delivery
https://cf.shopee.vn/file/ph-11134103-7r990-lxbzywsjdishd9
https://cf.shopee.vn/file/ph-11134103-7r98r-lxbzywsjsyrob9
https://cf.shopee.vn/file/ph-11134103-7r98v-lxbzywsjdiis72
https://cf.shopee.vn/file/ph-11134103-7r98s-lxbzywsjsz1d59
https://cf.shopee.vn/file/ph-11134103-7r990-lxbzywsjdishd9
https://cf.shopee.vn/file/ph-11134103-7r98r-lxbzywsjsyrob9
https://cf.shopee.vn/file/ph-11134103-7r98v-lxbzywsjdiis72
https://cf.shopee.vn/file/ph-11134103-7r98s-lxbzywsjsz1d59",5
lynettewar,7/6/2024 22:00,"Product Quality:Superb!
Best Feature:Everything is great!
Performance:Superb!

Not new to me. I have been a hauwei user for how many years already from Huawei Pro P30 phone, to huawei mate p40 to huawei p60 pro and also with the huawei watch fit 1 and gt3 watch. I know huawei has superb quality all along. If not, i wouldn't not be loyal to them. I was so happy they came up with this watch into my liking. I love the size, the design etc. And still with the same softwares as before. Quality unmatched really with the pricing. So lucky huawei didn't priced this high. I so love this that i wore it everyday. It just looks and feels beautiful when worn. You'll never regret buying the Huawei watch fit 3! ???? Loyal huawei user here. ??
https://cf.shopee.vn/file/ph-11134103-7r990-lxekgzkzmgw449
https://cf.shopee.vn/file/ph-11134103-7r98w-lxekgzkznvgk86
https://cf.shopee.vn/file/ph-11134103-7r990-lxekgzkzpa1023
https://cf.shopee.vn/file/ph-11134103-7r98t-lxekgzkzs35w28
https://cf.shopee.vn/file/ph-11134103-7r990-lxekgzkzmgw449
https://cf.shopee.vn/file/ph-11134103-7r98w-lxekgzkznvgk86
https://cf.shopee.vn/file/ph-11134103-7r990-lxekgzkzpa1023
https://cf.shopee.vn/file/ph-11134103-7r98t-lxekgzkzs35w28",5
t*****e,7/7/2024 12:29,"Performance:superb
Best Feature:everything
Product Quality:great

Great buy! Got this for only 5,184 pesos. I super love this smart watch. I tried connecting it on my iphone 15 pro and strava app and it worked. Been using it for 2 weeks now and the features are great. Thanks also huawei shopee for the coffee tumbler freebie.
https://cf.shopee.vn/file/ph-11134103-7r990-lxffmsdjaijlb0
https://cf.shopee.vn/file/ph-11134103-7r990-lxffmsdjbx41d9
https://cf.shopee.vn/file/ph-11134103-7r98x-lxffmsdjdboh7c
https://cf.shopee.vn/file/ph-11134103-7r98r-lxffmsdjeq8xd6
https://cf.shopee.vn/file/ph-11134103-7r98o-lxffmsdjg4td11
https://cf.shopee.vn/file/ph-11134103-7r990-lxffmsdjaijlb0
https://cf.shopee.vn/file/ph-11134103-7r990-lxffmsdjbx41d9
https://cf.shopee.vn/file/ph-11134103-7r98x-lxffmsdjdboh7c
https://cf.shopee.vn/file/ph-11134103-7r98r-lxffmsdjeq8xd6
https://cf.shopee.vn/file/ph-11134103-7r98o-lxffmsdjg4td11",5
luisaevangelistavillegas,7/8/2024 7:46,"Great buy love this so much paired with my new Huawei pura 70 pro
Very fast shipping, ordered 7-7 and it arrived today 7-8
I wasn't able to take a nap because I'm really waiting for this but now I'm so excited that I can't really sleep anymore
Thanks Huawei for a very reliable products
https://cf.shopee.vn/file/ph-11134103-7r98y-lxgavanqalmsa5
https://cf.shopee.vn/file/ph-11134103-7r98o-lxgavanqc0784a
https://cf.shopee.vn/file/ph-11134103-7r98t-lxgavanqderoa7
https://cf.shopee.vn/file/ph-11134103-7r98u-lxgavanqetc41f
https://cf.shopee.vn/file/ph-11134103-7r98w-lxgavanqg7wke1
https://cf.shopee.vn/file/ph-11134103-7r98y-lxgavanqalmsa5
https://cf.shopee.vn/file/ph-11134103-7r98o-lxgavanqc0784a
https://cf.shopee.vn/file/ph-11134103-7r98t-lxgavanqderoa7
https://cf.shopee.vn/file/ph-11134103-7r98u-lxgavanqetc41f
https://cf.shopee.vn/file/ph-11134103-7r98w-lxgavanqg7wke1",5
a*****n,7/10/2024 10:00,"Best Feature:Everything!
Performance:Good
Product Quality:You get what you paid for

Waaaah finally after a month of contemplation I purchased it and I’m so happy!
Been using this for two days and 18% palang nababawas sa battery. Sobrang laki ng upgrade from Huawei Band 6.
https://cf.shopee.vn/file/ph-11134103-7r98y-lxjjzlkuimtgf5
https://cf.shopee.vn/file/ph-11134103-7r990-lxjkisk3bbice3
https://cf.shopee.vn/file/ph-11134103-7r991-lxjkisk3cq2se3
https://cf.shopee.vn/file/ph-11134103-7r98y-lxjjzlkuimtgf5
https://cf.shopee.vn/file/ph-11134103-7r990-lxjkisk3bbice3
https://cf.shopee.vn/file/ph-11134103-7r991-lxjkisk3cq2se3",5
2*****h,7/11/2024 6:25,"Product Quality:10

Received it in just 2days. So happy! Though nageexpect ako ng freebie like nung ibang nag lalagay ng reviews dito, I am still happy kasi walang problema ung unit na nabili ko ????????????
https://cf.shopee.vn/file/ph-11134103-7r98z-lxksgnfqgbc1f3
https://cf.shopee.vn/file/ph-11134103-7r991-lxksgnfqhpms65
https://cf.shopee.vn/file/ph-11134103-7r98z-lxksgnfqgbc1f3
https://cf.shopee.vn/file/ph-11134103-7r991-lxksgnfqhpms65",5
kennedydimaano,7/11/2024 13:21,"Performance:excellent
Product Quality:excellent
Best Feature:all of the above

Value for money, good specifications, reliable. That's what I loved about this watch. I'm not new to huawei watches cause I have one, bought here too. The reason I bought this is because of the upgrade, the aesthetic look and functionality. I would definitely buy it again for my wife. Thank you seller and Huawei for another superb product. Also Shopee for the platform and the very reliable delivery rider. Always took the time to contact the customer before deliveries were about to be made.
https://cf.shopee.vn/file/ph-11134103-7r98x-lxl73c5dqvb878
https://cf.shopee.vn/file/ph-11134103-7r98x-lxl73c5ds9vo6a
https://cf.shopee.vn/file/ph-11134103-7r98v-lxl73c5dtog4d7
https://cf.shopee.vn/file/ph-11134103-7r98y-lxl73c5dv30k37
https://cf.shopee.vn/file/ph-11134103-7r98z-lxl73c5dwhl092
https://cf.shopee.vn/file/ph-11134103-7r98x-lxl73c5dqvb878
https://cf.shopee.vn/file/ph-11134103-7r98x-lxl73c5ds9vo6a
https://cf.shopee.vn/file/ph-11134103-7r98v-lxl73c5dtog4d7
https://cf.shopee.vn/file/ph-11134103-7r98y-lxl73c5dv30k37
https://cf.shopee.vn/file/ph-11134103-7r98z-lxl73c5dwhl092",5
n*****s,7/12/2024 7:08,"Product Quality:grabe super sulit and yung price kesa sa mismo apple watch laki ng difference halos magkamukha lang sila ng SE ng apple.
Best Feature:Long battery life and ang bilis lang din mag charge 1hr full charge na. Sa mga balak pa bumili wag na kayo mag dalawa isip kasi worth it talaga this is my honest review.??
Performance:smooth ng screen madali lang scroll, all in all maganda yung watch.

Don’t hesitate to buy watch fit 3 because it’s all worth it.
https://cf.shopee.vn/file/ph-11134103-7r98y-lxm94oiaj8f5de
https://cf.shopee.vn/file/ph-11134103-7r98u-lxm962mx4z1d7e
https://cf.shopee.vn/file/ph-11134103-7r98r-lxm962mx6dc481
https://cf.shopee.vn/file/ph-11134103-7r992-lxm962mx4yrodc
https://cf.shopee.vn/file/ph-11134103-7r98y-lxm94oiaj8f5de
https://cf.shopee.vn/file/ph-11134103-7r98u-lxm962mx4z1d7e
https://cf.shopee.vn/file/ph-11134103-7r98r-lxm962mx6dc481
https://cf.shopee.vn/file/ph-11134103-7r992-lxm962mx4yrodc",5
zoiloantequesa,7/13/2024 4:00,"Best Feature:Super light
Performance:Excellent
Product Quality:excellent

Thank you Huawei and Shoppee for the discounts. The watch is very nice and helpful for my fitness health.
https://cf.shopee.vn/file/ph-11134103-7r98u-lxnhzyadc0o18a
https://cf.shopee.vn/file/ph-11134103-7r98t-lxnhzyaddf8h4c
https://cf.shopee.vn/file/ph-11134103-7r990-lxni0o95c31d7b
https://cf.shopee.vn/file/ph-11134103-7r991-lxni0o95dhlt63
https://cf.shopee.vn/file/ph-11134103-7r98u-lxnhzyadc0o18a
https://cf.shopee.vn/file/ph-11134103-7r98t-lxnhzyaddf8h4c
https://cf.shopee.vn/file/ph-11134103-7r990-lxni0o95c31d7b
https://cf.shopee.vn/file/ph-11134103-7r991-lxni0o95dhlt63",5
kulafo,7/20/2024 2:51,"Performance:good
Product Quality:classy look
Best Feature:spo

Maganda siya as alternative for apple watch, you get what you pay for. Maganda rin screen niya kahit nasa araw na
https://cf.shopee.vn/file/ph-11134103-7r98t-lxxf7octyvpg57
https://cf.shopee.vn/file/ph-11134103-7r98r-lxxf7ocu0a9wd5
https://cf.shopee.vn/file/ph-11134103-7r98t-lxxf7octyvpg57
https://cf.shopee.vn/file/ph-11134103-7r98r-lxxf7ocu0a9wd5",5
m*****n,7/21/2024 13:41,"Product Quality:all goods
Performance:100% working
Best Feature:i love all the feature

happy to buy in this shop, super legit and original, 
dont regret to buy in this shop, super recomended... 
pay via spaylater, big discount less,love it??
https://cf.shopee.vn/file/ph-11134103-7r98x-lxzhcsfl3fq9b7
https://cf.shopee.vn/file/ph-11134103-7r98w-lxzhcsfktlr5e0
https://cf.shopee.vn/file/ph-11134103-7r98v-lxzhcsfkz80x61
https://cf.shopee.vn/file/ph-11134103-7r98o-lxzhcsfl0mld53
https://cf.shopee.vn/file/ph-11134103-7r98x-lxzhcsfl3fq9b7
https://cf.shopee.vn/file/ph-11134103-7r98w-lxzhcsfktlr5e0
https://cf.shopee.vn/file/ph-11134103-7r98v-lxzhcsfkz80x61
https://cf.shopee.vn/file/ph-11134103-7r98o-lxzhcsfl0mld53",5
princejawe,7/24/2024 4:13,"Performance:Best smartwatch under 7k
Best Feature:Screen and Battery
Product Quality:Excellent

Huawei surely delivers awesome products for its consumers. THE screen is large and visible even in broad daylight. The initial charge of its battery lasted for more  than one week. Charging speed is excellent. Health features are more accurate than the previous version.

Bonus: lots of watchfaces available for free and is Android/iOS compatible!
https://cf.shopee.vn/file/ph-11134103-7r98w-ly37lfgxqfs16f
https://cf.shopee.vn/file/ph-11134103-7r98v-ly37lfgdbshwdd
https://cf.shopee.vn/file/ph-11134103-7r98s-ly37lfgxaz9g4e
https://cf.shopee.vn/file/ph-11134103-7r990-ly37lfgxazj551
https://cf.shopee.vn/file/ph-11134103-7r98w-ly37lfgxqfs16f
https://cf.shopee.vn/file/ph-11134103-7r98v-ly37lfgdbshwdd
https://cf.shopee.vn/file/ph-11134103-7r98s-ly37lfgxaz9g4e
https://cf.shopee.vn/file/ph-11134103-7r990-ly37lfgxazj551",5
